Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Transactions_Last_1H,Card_Type,Card_Age,Transaction_Distance,ATM_Location_Profile,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
ATM_TXN_000030,USER_2473,0.0,Balance Inquiry,2025-03-26 18:31:00,19439.75,ATM Kiosk,Hyderabad,ATM,0,0,8,3285.58,1,1,Visa,34,3.76,Usual Area,OTP,0.0603,0,0
ATM_TXN_000031,USER_3419,4070.72,ATM Withdrawal,2025-02-11 20:37:00,150718.16,ATM Kiosk,Bengaluru,ATM,0,0,4,6202.44,0,0,Mastercard,139,0.8,Usual Area,PIN,0.1012,0,0
ATM_TXN_000032,USER_8667,4895.02,Cash Deposit,2025-05-05 14:46:00,42641.49,ATM Kiosk,Delhi,ATM,0,0,8,4608.39,1,3,RuPay,410,8.69,Usual Area,Biometric,0.0295,0,0
ATM_TXN_000033,USER_7420,3853.91,ATM Withdrawal,2025-02-25 20:25:00,122807.75,ATM Kiosk,Bengaluru,ATM,1,0,1,1614.12,0,0,Mastercard,303,8.07,Usual Area,Card + PIN,0.2484,0,0
ATM_TXN_000034,USER_9860,3010.41,ATM Withdrawal,2025-01-20 13:58:00,115004.65,ATM Kiosk,Hyderabad,ATM,0,0,7,5347.88,1,2,RuPay,278,11.77,Nearby Area,Card + PIN,0.1148,0,1
ATM_TXN_000035,USER_6912,23.81,Mini Statement,2025-01-07 20:14:00,138526.78,ATM Kiosk,Hyderabad,ATM,0,0,4,1091.69,1,3,Amex,149,14.81,Nearby Area,PIN,0.0208,0,0
ATM_TXN_000036,USER_9059,3569.67,Cash Deposit,2025-05-06 18:24:00,66492.6,ATM Kiosk,Chennai,ATM,0,1,8,7797.81,1,1,RuPay,334,0.53,Usual Area,PIN,0.3675,0,0
ATM_TXN_000037,USER_2975,2417.11,Cash Deposit,2025-03-15 21:46:00,107029.31,ATM Kiosk,Bengaluru,ATM,0,0,4,4487.59,1,3,Visa,270,5.33,Usual Area,Card + PIN,0.0847,1,0
ATM_TXN_000038,USER_3560,13588.05,ATM Withdrawal,2025-06-26 04:32:00,92450.64,ATM Kiosk,Bengaluru,ATM,0,0,11,2053.14,4,8,Visa,461,231.79,Out of Area,PIN,0.6985,0,1
ATM_TXN_000039,USER_3874,8857.16,Cash Deposit,2025-03-27 18:51:00,185069.3,ATM Kiosk,Chennai,ATM,0,0,6,7553.8,0,3,Visa,293,7.89,Usual Area,PIN,0.1571,0,0
ATM_TXN_000040,USER_5644,1.08,Mini Statement,2025-02-17 21:27:00,500.0,ATM Kiosk,Mumbai,ATM,0,0,3,7248.52,0,0,Mastercard,140,1.18,Usual Area,PIN,0.1667,0,0
ATM_TXN_000041,USER_9226,3684.8,ATM Withdrawal,2025-03-19 14:24:00,41526.72,ATM Kiosk,Hyderabad,ATM,0,1,3,4027.9,0,2,Mastercard,153,6.0,Usual Area,PIN,0.2876,0,1
ATM_TXN_000042,USER_2694,1480.89,ATM Withdrawal,2025-06-17 08:00:00,103808.18,ATM Kiosk,Bengaluru,ATM,0,0,5,6575.42,0,1,Visa,92,16.54,Nearby Area,Card + PIN,0.1977,0,0
ATM_TXN_000043,USER_5933,0.0,Balance Inquiry,2025-03-23 10:33:00,106684.5,ATM Kiosk,Bengaluru,ATM,0,0,1,9307.26,2,3,RuPay,161,16.54,Nearby Area,Biometric,0.1628,1,0
ATM_TXN_000044,USER_3854,5623.47,ATM Withdrawal,2025-05-29 11:44:00,10088.33,ATM Kiosk,Chennai,ATM,0,1,6,5361.47,0,2,Mastercard,356,12.75,Nearby Area,PIN,0.503,0,1
ATM_TXN_000045,USER_2707,25763.51,ATM Withdrawal,2025-02-19 04:10:00,85480.71,ATM Kiosk,Mumbai,ATM,0,0,18,857.02,2,8,Visa,216,195.99,Out of Area,PIN,0.8228,0,1
ATM_TXN_000046,USER_4773,1933.78,ATM Withdrawal,2025-01-27 17:59:00,99473.41,ATM Kiosk,Mumbai,ATM,1,0,5,5277.91,2,3,RuPay,285,13.65,Nearby Area,PIN,0.0927,0,0
ATM_TXN_000047,USER_1798,0.0,Balance Inquiry,2025-02-08 22:14:00,37143.98,ATM Kiosk,Chennai,ATM,0,1,10,0.0,6,4,RuPay,443,275.96,Out of Area,PIN,0.8229,1,1
ATM_TXN_000048,USER_1208,0.0,Balance Inquiry,2025-03-24 13:44:00,69048.13,ATM Kiosk,Chennai,ATM,0,0,7,8991.13,2,2,Mastercard,74,3.68,Usual Area,PIN,0.1227,0,0
ATM_TXN_000049,USER_6257,4270.0,Cash Deposit,2025-05-04 08:18:00,123161.26,ATM Kiosk,Bengaluru,ATM,0,0,5,538.67,1,1,Mastercard,376,2.93,Usual Area,Biometric,0.1013,1,0
ATM_TXN_000050,USER_3271,2402.51,ATM Withdrawal,2025-02-12 20:06:00,96712.3,ATM Kiosk,Hyderabad,ATM,0,0,1,4313.87,2,0,Visa,323,8.92,Usual Area,Biometric,0.176,0,0
ATM_TXN_000051,USER_8630,16.59,Mini Statement,2025-02-15 15:04:00,500.0,ATM Kiosk,Bengaluru,ATM,0,0,1,4114.16,2,2,Visa,211,2.98,Usual Area,PIN,0.1396,1,0
ATM_TXN_000052,USER_2615,0.0,Balance Inquiry,2025-04-22 09:50:00,58867.29,ATM Kiosk,Delhi,ATM,0,0,2,5673.47,2,2,RuPay,75,4.76,Usual Area,PIN,0.172,0,0
ATM_TXN_000053,USER_8507,2956.51,ATM Withdrawal,2025-04-07 14:23:00,90007.49,ATM Kiosk,Bengaluru,ATM,0,0,5,4289.01,0,2,Visa,156,9.54,Usual Area,PIN,0.2047,0,0
ATM_TXN_000054,USER_2684,18078.03,ATM Withdrawal,2025-04-29 04:31:00,93887.61,ATM Kiosk,Hyderabad,ATM,0,0,17,0.0,5,3,Visa,239,135.12,Out of Area,PIN,0.957,0,1
ATM_TXN_000055,USER_4906,13065.59,ATM Withdrawal,2025-01-01 13:45:00,102137.52,ATM Kiosk,Bengaluru,ATM,0,0,1,1797.57,0,3,Mastercard,268,11.5,Nearby Area,Card + PIN,0.1764,0,0
ATM_TXN_000056,USER_7102,1623.26,ATM Withdrawal,2025-01-17 15:10:00,67681.85,ATM Kiosk,Mumbai,ATM,0,0,1,5623.65,1,2,Amex,457,6.17,Usual Area,PIN,0.0944,0,0
ATM_TXN_000057,USER_2181,3443.21,ATM Withdrawal,2025-03-03 13:24:00,117206.56,ATM Kiosk,Delhi,ATM,0,0,8,3888.16,2,3,Mastercard,178,11.65,Nearby Area,OTP,0.2582,0,1
ATM_TXN_000058,USER_7071,2568.87,ATM Withdrawal,2025-02-20 11:17:00,41108.16,ATM Kiosk,Chennai,ATM,0,0,2,5495.31,0,3,Visa,153,2.5,Usual Area,PIN,0.1116,0,0
ATM_TXN_000059,USER_8316,4269.77,ATM Withdrawal,2025-06-18 16:10:00,105376.77,ATM Kiosk,Delhi,ATM,0,0,6,6290.28,2,3,Visa,463,7.99,Usual Area,Card + PIN,0.3048,0,0
ATM_TXN_000060,USER_6802,29.35,Mini Statement,2025-04-20 17:14:00,32846.27,ATM Kiosk,Delhi,ATM,0,0,2,5704.58,2,0,Amex,246,8.22,Usual Area,Card + PIN,0.2265,1,0
ATM_TXN_000061,USER_8898,0.0,Balance Inquiry,2025-03-12 18:06:00,104111.0,ATM Kiosk,Bengaluru,ATM,0,0,2,1295.85,0,0,Visa,344,2.08,Usual Area,PIN,0.2715,0,0
ATM_TXN_000062,USER_5506,3882.53,ATM Withdrawal,2025-02-13 14:33:00,67850.01,ATM Kiosk,Hyderabad,ATM,0,0,6,6548.85,2,2,Visa,109,7.62,Usual Area,Card + PIN,0.1745,0,0
ATM_TXN_000063,USER_3406,15169.18,Cash Deposit,2025-03-16 22:56:00,106825.74,ATM Kiosk,Mumbai,ATM,0,0,18,3712.4,3,7,Visa,336,250.84,Out of Area,OTP,0.9156,1,1
ATM_TXN_000064,USER_2511,1703.39,ATM Withdrawal,2025-03-03 18:49:00,85130.56,ATM Kiosk,Mumbai,ATM,0,0,7,4263.43,2,0,Visa,45,11.74,Nearby Area,Biometric,0.069,0,0
ATM_TXN_000065,USER_7291,11084.02,ATM Withdrawal,2025-01-22 01:57:00,157189.39,ATM Kiosk,Bengaluru,ATM,1,0,15,3051.56,4,4,Visa,311,231.66,Out of Area,Card + PIN,0.741,0,1
ATM_TXN_000066,USER_6097,11607.91,ATM Withdrawal,2025-01-02 02:44:00,500.0,ATM Kiosk,Hyderabad,ATM,0,1,13,650.48,3,5,Mastercard,325,104.5,Out of Area,OTP,0.8082,0,1
ATM_TXN_000067,USER_8002,925.58,ATM Withdrawal,2025-05-02 11:38:00,91242.34,ATM Kiosk,Chennai,ATM,1,0,3,6192.29,0,2,Mastercard,103,10.15,Nearby Area,Card + PIN,0.1706,0,0
ATM_TXN_000068,USER_4804,6018.25,ATM Withdrawal,2025-01-19 13:12:00,167340.35,ATM Kiosk,Mumbai,ATM,0,0,3,5724.5,2,0,Mastercard,126,1.78,Usual Area,Card + PIN,0.1586,1,0
ATM_TXN_000069,USER_2889,10537.23,ATM Withdrawal,2025-06-03 05:11:00,500.0,ATM Kiosk,Delhi,ATM,0,1,8,2120.01,2,3,Mastercard,236,58.54,Nearby Area,PIN,0.7475,0,0
ATM_TXN_000070,USER_6262,5.11,Mini Statement,2025-05-24 19:23:00,37843.73,ATM Kiosk,Bengaluru,ATM,0,0,5,4858.49,1,1,Mastercard,466,6.85,Usual Area,Card + PIN,0.2209,1,0
ATM_TXN_000071,USER_3750,2752.17,ATM Withdrawal,2025-04-29 15:17:00,77794.29,ATM Kiosk,Chennai,ATM,0,0,4,3204.14,0,1,Mastercard,466,8.31,Usual Area,Biometric,0.2384,0,0
ATM_TXN_000072,USER_4531,3593.23,ATM Withdrawal,2025-06-02 16:56:00,49885.6,ATM Kiosk,Mumbai,ATM,0,0,2,5620.72,1,0,Visa,331,0.95,Usual Area,Biometric,0.2094,0,0
ATM_TXN_000073,USER_1690,6182.75,ATM Withdrawal,2025-02-18 12:03:00,95518.74,ATM Kiosk,Delhi,ATM,0,0,6,3834.08,2,3,RuPay,474,10.17,Nearby Area,PIN,0.1581,0,0
ATM_TXN_000074,USER_4758,513.14,ATM Withdrawal,2025-01-24 21:22:00,116661.91,ATM Kiosk,Hyderabad,ATM,0,0,6,2204.0,2,2,Mastercard,303,7.65,Usual Area,Card + PIN,0.2115,0,0
ATM_TXN_000075,USER_2788,2078.69,ATM Withdrawal,2025-02-08 13:55:00,84065.59,ATM Kiosk,Hyderabad,ATM,0,0,5,4527.62,0,0,Mastercard,291,9.4,Usual Area,OTP,0.2236,1,1
ATM_TXN_000076,USER_9627,26.14,Mini Statement,2025-03-28 12:59:00,76020.21,ATM Kiosk,Bengaluru,ATM,0,0,2,5519.06,1,1,Visa,46,9.62,Usual Area,Biometric,0.0993,0,0
ATM_TXN_000077,USER_2781,0.0,Balance Inquiry,2025-03-22 15:47:00,104579.46,ATM Kiosk,Hyderabad,ATM,0,0,1,6815.89,0,3,Visa,422,7.15,Usual Area,Card + PIN,0.1395,1,0
ATM_TXN_000078,USER_5890,0.0,Balance Inquiry,2025-03-11 02:32:00,119823.08,ATM Kiosk,Hyderabad,ATM,0,0,10,2724.22,7,6,RuPay,87,243.84,Out of Area,Card + PIN,0.7108,0,1
ATM_TXN_000079,USER_6066,4660.16,ATM Withdrawal,2025-06-25 09:16:00,56779.7,ATM Kiosk,Mumbai,ATM,0,0,4,6125.84,0,0,Visa,171,3.7,Usual Area,PIN,0.2225,0,0
ATM_TXN_000080,USER_4130,13176.07,ATM Withdrawal,2025-01-23 05:56:00,84630.62,ATM Kiosk,Mumbai,ATM,0,1,12,666.11,6,8,Visa,308,262.64,Out of Area,OTP,0.8317,0,1
ATM_TXN_000081,USER_1890,1824.82,ATM Withdrawal,2025-01-20 21:49:00,123688.33,ATM Kiosk,Bengaluru,ATM,0,0,2,1201.98,2,0,Visa,351,3.38,Usual Area,Biometric,0.01,0,0
ATM_TXN_000082,USER_8399,8822.91,ATM Withdrawal,2025-05-25 17:03:00,97181.7,ATM Kiosk,Bengaluru,ATM,0,0,1,4568.51,1,1,Visa,433,8.56,Usual Area,Biometric,0.3468,1,0
ATM_TXN_000083,USER_7591,1919.24,ATM Withdrawal,2025-05-15 13:35:00,126519.24,ATM Kiosk,Bengaluru,ATM,0,0,6,5040.87,0,2,RuPay,250,3.88,Usual Area,Card + PIN,0.2054,0,0
ATM_TXN_000084,USER_5305,8.74,Mini Statement,2025-05-22 06:21:00,108659.15,ATM Kiosk,Delhi,ATM,0,0,15,2791.06,6,4,Visa,348,73.17,Out of Area,PIN,0.5938,0,1
ATM_TXN_000085,USER_1129,5883.24,ATM Withdrawal,2025-03-12 09:20:00,61215.61,ATM Kiosk,Bengaluru,ATM,0,0,4,164.18,1,1,RuPay,111,8.41,Usual Area,Card + PIN,0.4062,0,1
ATM_TXN_000086,USER_8122,2159.83,ATM Withdrawal,2025-04-01 19:54:00,71762.68,ATM Kiosk,Bengaluru,ATM,0,0,5,7173.53,2,1,Visa,306,16.02,Nearby Area,Card + PIN,0.2434,0,0
ATM_TXN_000087,USER_6530,2740.83,Cash Deposit,2025-03-14 20:07:00,14131.4,ATM Kiosk,Chennai,ATM,0,0,5,4569.09,2,3,RuPay,83,5.66,Usual Area,PIN,0.063,0,0
ATM_TXN_000088,USER_2260,9574.85,ATM Withdrawal,2025-05-19 23:54:00,58608.41,ATM Kiosk,Delhi,ATM,0,1,15,730.16,3,4,Visa,395,97.8,Out of Area,Card + PIN,0.7602,0,1
ATM_TXN_000089,USER_4045,4675.53,ATM Withdrawal,2025-01-07 15:52:00,23948.83,ATM Kiosk,Hyderabad,ATM,0,0,4,7417.17,2,0,Visa,287,17.89,Nearby Area,Card + PIN,0.2532,0,1
ATM_TXN_000090,USER_3212,1162.1,ATM Withdrawal,2025-01-13 10:55:00,77698.82,ATM Kiosk,Chennai,ATM,0,0,2,2451.29,2,0,Visa,215,7.26,Usual Area,PIN,0.0894,0,0
ATM_TXN_000091,USER_4900,9480.01,ATM Withdrawal,2025-02-10 23:55:00,74400.29,ATM Kiosk,Delhi,ATM,0,1,9,0.0,3,3,RuPay,40,135.56,Out of Area,Card + PIN,0.8327,0,1
ATM_TXN_000092,USER_2154,0.0,Balance Inquiry,2025-04-19 04:45:00,151799.0,ATM Kiosk,Chennai,ATM,0,1,17,2709.52,7,6,RuPay,167,195.2,Out of Area,Card + PIN,0.8305,1,1
ATM_TXN_000093,USER_3276,0.0,Balance Inquiry,2025-03-13 14:51:00,112232.55,ATM Kiosk,Mumbai,ATM,0,0,7,3272.9,0,2,RuPay,332,10.49,Nearby Area,PIN,0.0873,0,0
ATM_TXN_000094,USER_8878,11877.45,Cash Deposit,2025-04-21 05:24:00,38794.31,ATM Kiosk,Bengaluru,ATM,0,0,14,2707.52,4,3,Amex,473,50.8,Nearby Area,Card + PIN,0.7045,0,0
ATM_TXN_000095,USER_4746,0.0,Balance Inquiry,2025-03-31 17:36:00,54507.37,ATM Kiosk,Delhi,ATM,0,1,3,3393.09,1,0,Mastercard,443,10.14,Nearby Area,Biometric,0.2076,0,0
ATM_TXN_000096,USER_7389,8216.54,Cash Deposit,2025-03-21 03:57:00,102228.9,ATM Kiosk,Hyderabad,ATM,0,0,16,2454.56,3,7,Visa,133,32.48,Nearby Area,Card + PIN,0.6953,0,1
ATM_TXN_000097,USER_1270,5637.4,ATM Withdrawal,2025-02-08 11:17:00,42467.28,ATM Kiosk,Mumbai,ATM,0,0,8,7104.09,2,3,RuPay,401,3.04,Usual Area,PIN,0.2135,1,0
ATM_TXN_000098,USER_8168,5118.7,Cash Deposit,2025-03-17 08:10:00,75996.25,ATM Kiosk,Mumbai,ATM,0,0,4,5044.97,1,2,RuPay,185,8.42,Usual Area,Biometric,0.043,0,0
ATM_TXN_000099,USER_3946,0.0,Balance Inquiry,2025-02-22 11:14:00,122499.94,ATM Kiosk,Hyderabad,ATM,0,0,1,6183.35,1,3,RuPay,80,10.24,Nearby Area,PIN,0.15,1,0
ATM_TXN_000100,USER_7843,4943.24,Cash Deposit,2025-01-07 13:32:00,120369.33,ATM Kiosk,Chennai,ATM,0,0,7,1950.25,2,3,Visa,136,14.94,Nearby Area,PIN,0.049,0,0
ATM_TXN_000101,USER_9778,8166.8,Cash Deposit,2025-01-01 10:35:00,131585.13,ATM Kiosk,Hyderabad,ATM,0,0,6,5402.45,1,0,Visa,221,1.71,Usual Area,PIN,0.0824,0,0
ATM_TXN_000102,USER_9988,2986.54,ATM Withdrawal,2025-03-06 14:50:00,88878.87,ATM Kiosk,Mumbai,ATM,0,0,2,457.57,2,3,RuPay,255,13.61,Nearby Area,PIN,0.1067,0,0
ATM_TXN_000103,USER_6731,27.99,Mini Statement,2025-06-27 11:14:00,136312.6,ATM Kiosk,Mumbai,ATM,0,0,5,2872.56,2,3,RuPay,131,7.92,Usual Area,Card + PIN,0.0558,0,0
ATM_TXN_000104,USER_7833,9006.28,ATM Withdrawal,2025-01-19 07:13:00,60332.53,ATM Kiosk,Bengaluru,ATM,0,0,4,2339.73,0,2,RuPay,412,8.03,Usual Area,PIN,0.2223,1,1
ATM_TXN_000105,USER_9075,7127.23,ATM Withdrawal,2025-06-10 08:37:00,26327.59,ATM Kiosk,Mumbai,ATM,0,0,1,5145.91,2,1,Mastercard,202,14.45,Nearby Area,PIN,0.1694,0,0
ATM_TXN_000106,USER_1165,1243.57,Cash Deposit,2025-03-06 14:42:00,160974.41,ATM Kiosk,Delhi,ATM,0,0,6,382.64,0,2,Mastercard,50,6.34,Usual Area,Card + PIN,0.0124,0,0
ATM_TXN_000107,USER_8856,3072.32,ATM Withdrawal,2025-02-06 19:26:00,19857.18,ATM Kiosk,Hyderabad,ATM,1,0,4,6126.46,0,0,Mastercard,92,16.66,Nearby Area,PIN,0.1551,0,0
ATM_TXN_000108,USER_7657,2.34,Mini Statement,2025-04-30 14:09:00,500.0,ATM Kiosk,Chennai,ATM,0,0,8,2393.78,1,1,Amex,217,10.29,Nearby Area,Biometric,0.0985,0,0
ATM_TXN_000109,USER_1855,6.59,Mini Statement,2025-03-10 10:39:00,68049.13,ATM Kiosk,Mumbai,ATM,0,0,6,2243.74,1,2,Mastercard,74,15.47,Nearby Area,PIN,0.113,0,0
ATM_TXN_000110,USER_8583,1828.59,ATM Withdrawal,2025-02-27 17:31:00,169040.45,ATM Kiosk,Chennai,ATM,0,0,2,6797.74,0,2,Visa,180,15.22,Nearby Area,Biometric,0.1258,0,0
ATM_TXN_000111,USER_4021,4371.59,ATM Withdrawal,2025-04-21 11:41:00,66920.75,ATM Kiosk,Delhi,ATM,0,0,2,1851.22,1,2,RuPay,150,0.58,Usual Area,PIN,0.1999,0,0
ATM_TXN_000112,USER_8044,0.0,Balance Inquiry,2025-01-18 18:06:00,51988.98,ATM Kiosk,Bengaluru,ATM,0,1,6,5999.71,1,3,Mastercard,185,7.58,Usual Area,Biometric,0.3178,1,0
ATM_TXN_000113,USER_7533,3435.74,Cash Deposit,2025-06-01 07:06:00,95577.89,ATM Kiosk,Delhi,ATM,0,0,8,6176.49,0,3,Amex,115,8.15,Usual Area,PIN,0.1943,1,0
ATM_TXN_000114,USER_8698,5094.6,ATM Withdrawal,2025-03-16 08:16:00,51820.57,ATM Kiosk,Hyderabad,ATM,0,0,8,5251.9,1,2,Visa,416,8.07,Usual Area,PIN,0.2964,1,1
ATM_TXN_000115,USER_6080,6670.02,ATM Withdrawal,2025-06-03 04:06:00,123750.87,ATM Kiosk,Bengaluru,ATM,0,0,7,3388.8,3,7,RuPay,237,124.36,Out of Area,PIN,0.7758,0,1
ATM_TXN_000116,USER_5671,15391.06,ATM Withdrawal,2025-01-21 04:09:00,8971.04,ATM Kiosk,Bengaluru,ATM,1,0,10,1643.76,6,7,RuPay,476,118.92,Out of Area,PIN,0.9618,0,1
ATM_TXN_000117,USER_8188,3868.12,ATM Withdrawal,2025-01-05 11:36:00,83552.06,ATM Kiosk,Hyderabad,ATM,0,0,1,2261.92,2,1,Visa,183,1.62,Usual Area,PIN,0.1841,1,0
ATM_TXN_000118,USER_1848,0.0,Balance Inquiry,2025-03-30 08:55:00,90538.7,ATM Kiosk,Bengaluru,ATM,0,0,1,8195.68,2,2,RuPay,392,5.55,Usual Area,Card + PIN,0.1488,1,0
ATM_TXN_000119,USER_7811,0.0,Balance Inquiry,2025-03-12 13:58:00,93878.23,ATM Kiosk,Hyderabad,ATM,0,0,5,4229.74,2,0,RuPay,326,4.77,Usual Area,PIN,0.1508,0,0
